date,XMM,ASX300
2009/09/11,4057.98,4596.21
2009/09/14,4004.61,4532.22
2009/09/15,4028.97,4541.84
2009/09/16,4128.19,4650.89
2009/09/17,4190.97,4715.33
2009/09/18,4113.25,4694.99
2009/09/21,4057.5,4678.74
2009/09/22,4047.33,4665.72
2009/09/23,4104.88,4736.2
2009/09/24,4041.7,4703.11
2009/09/25,4002.47,4714.38
2009/09/28,3921.46,4677.71
2009/09/29,3985.27,4752.17
2009/09/30,3965.43,4742.05
2009/10/01,3941.67,4700.57
2009/10/02,3832.71,4600.96
2009/10/05,3840.21,4572.45
2009/10/06,3879.25,4591.56
2009/10/07,4035.52,4695.04
2009/10/08,4074.77,4767.6
2009/10/09,4061.78,4753.45
2009/10/12,4061.88,4740.73
2009/10/13,4114.48,4786.47
2009/10/14,4158.7,4832.16
2009/10/15,4198.87,4860.43
2009/10/16,4197.48,4837.58
2009/10/19,4185.06,4794.57
2009/10/20,4274.66,4847.45
2009/10/21,4260.4,4839.81
2009/10/22,4236.29,4813.5
2009/10/23,4277.55,4859.37
2009/10/26,4231.25,4830.49
2009/10/27,4123.16,4753.23
2009/10/28,4066.82,4683.99
2009/10/29,3916.78,4572.36
2009/10/30,3985.5,4642.07
2009/11/02,3912.23,4539.4
2009/11/03,3930.41,4531.22
2009/11/04,3971.86,4539.91
2009/11/05,3922.52,4508.57
2009/11/06,4021.86,4594.77
2009/11/09,4077.57,4675.28
2009/11/10,4158.32,4733.95
2009/11/11,4203.28,4757.53
2009/11/12,4240.98,4748.47
2009/11/13,4186.37,4707.82
2009/11/16,4313.88,4756.15
2009/11/17,4344.5,4730.34
2009/11/18,4347.45,4739.75
2009/11/19,4369.69,4749.77
2009/11/20,4302.62,4686.86
2009/11/23,4373.04,4717.99
2009/11/24,4332.9,4686.43
2009/11/25,4383.59,4722.86
2009/11/26,4422.64,4709.95
2009/11/27,4279.07,4574.22
2009/11/30,4374.85,4701.52
2009/12/01,4386.55,4719.43
2009/12/02,4489.25,4763.35
2009/12/03,4525.12,4775.77
2009/12/04,4417.98,4704.64
2009/12/07,4327.58,4678.3
2009/12/08,4350.74,4672.33
2009/12/09,4288.28,4638.93
2009/12/10,4231.38,4607.37
2009/12/11,4284,4635.66
2009/12/14,4306.23,4654
2009/12/15,4349.36,4673.67
2009/12/16,4332.43,4661.6
2009/12/17,4367.65,4670.1
2009/12/18,4280.72,4649.39
2009/12/21,4314.28,4634.19
2009/12/22,4380.52,4702.52
2009/12/23,4412.86,4736.92
2009/12/24,4463.56,4788.06
2009/12/29,4515.04,4842.85
2009/12/30,4496.7,4831.36
2009/12/31,4535.71,4868.2
2010/01/04,4550.27,4874.29
2010/01/05,4609.48,4922.6
2010/01/06,4687.08,4920.73
2010/01/07,4702.07,4899.66
2010/01/08,4672.47,4912.02
2010/01/11,4772.55,4950.26
2010/01/12,4679.53,4899.7
2010/01/13,4617.72,4868.48
2010/01/14,4680.28,4897.71
2010/01/15,4658.54,4899.16
2010/01/18,4633.31,4910.02
2010/01/19,4608.16,4860.68
2010/01/20,4601.93,4867.24
2010/01/21,4495.02,4825.17
2010/01/22,4387.12,4748.52
2010/01/25,4364.21,4716.07
2010/01/27,4232.44,4643.07
2010/01/28,4268.9,4671.51
2010/01/29,4118.01,4567.86
2010/02/01,4062.16,4519.78
2010/02/02,4223.64,4601.64
2010/02/03,4320.29,4643.85
2010/02/04,4253.42,4616.86
2010/02/05,4088.08,4508.75
2010/02/08,4106.77,4516.03
2010/02/09,4117.32,4498.79
2010/02/10,4143,4507.42
2010/02/11,4213.34,4549.47
2010/02/12,4270.88,4558.41
2010/02/15,4230.2,4540.86
2010/02/16,4225.68,4562.72
2010/02/17,4337.85,4662.13
2010/02/18,4276.35,4649.19
2010/02/19,4244.44,4629.54
2010/02/22,4361.27,4711.28
2010/02/23,4351.43,4711.94
2010/02/24,4233.77,4642.88
2010/02/25,4161.96,4588.51
2010/02/26,4222.4,4631.09
2010/03/01,4251.88,4679.14
2010/03/02,4276.62,4694.55
2010/03/03,4357.56,4727.61
2010/03/04,4408.45,4742.7
2010/03/05,4431.22,4759.05
2010/03/08,4531.87,4800.57
2010/03/09,4508.65,4812.82
2010/03/10,4497.35,4812.99
2010/03/11,4479.26,4807.29
2010/03/12,4485.86,4811.54
2010/03/15,4451.27,4777.87
2010/03/16,4467.37,4790.57
2010/03/17,4539.37,4846.04
2010/03/18,4537.68,4856.07
2010/03/19,4535.4,4865.63
2010/03/22,4469.37,4823.58
2010/03/23,4511.2,4867.47
2010/03/24,4544.01,4883.9
2010/03/25,4534.48,4877.32
2010/03/26,4535.63,4888.06
2010/03/29,4552.96,4888.62
2010/03/30,4635.43,4907.95
2010/03/31,4571.72,4868.4
2010/04/01,4674.58,4900.4
2010/04/06,4747.9,4946.4
2010/04/07,4755.59,4953.67
2010/04/08,4701.77,4930.79
2010/04/09,4712.42,4941.07
2010/04/12,4772.78,4977.79
2010/04/13,4698.82,4945.51
2010/04/14,4717.48,4987.79
2010/04/15,4712.12,4995.04
2010/04/16,4685.83,4978.26
2010/04/19,4601.7,4909.63
2010/04/20,4606.9,4919.88
2010/04/21,4617.79,4948.85
2010/04/22,4551.84,4902.88
2010/04/23,4534.22,4877.21
2010/04/27,4541.84,4875.89
2010/04/28,4443.53,4818.41
2010/04/29,4373.81,4781.07
2010/04/30,4366.74,4801.96
2010/05/03,4237.21,4779.39
2010/05/04,4125.14,4730.01
2010/05/05,4140.9,4666.66
2010/05/06,4056.02,4567.06
2010/05/07,4038.38,4474.56
2010/05/10,4195.18,4592.91
2010/05/11,4106.73,4542.12
2010/05/12,4139.76,4567.28
2010/05/13,4221.93,4646.72
2010/05/14,4203.99,4605.86
